"Población total, indicadores socioeconómicos, índice y grado de marginación por municipio, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Clave de la entidad federativa,Nombre de la entidad,Clave del municipio,Nombre del municipio,Población total,% Población de 15 años o más analfabeta ,% Población  de 15 años o más sin educación básica,% Ocupantes en viviendas particulares sin drenaje ni excusado,% Ocupantes en viviendas particulares sin energía eléctrica,% Ocupantes en viviendas particulares sin agua entubada,% Ocupantes en viviendas particulares con piso de tierra,% Viviendas particulares con hacinamiento,% Población en localidades con menos de 5 000 habitantes,% Población ocupada con ingresos menores a 2 salarios mínimos,"Índice de marginación, 2020","Grado de marginación, 2020","Índice de marginación normalizado, 2020",Lugar que ocupa en el contexto nacional
,,,,,,,,,,,,,,,,,
CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL.5000,PO2SM,IM_2020,GM_2020,IMN_2020,
,,,,,,,,,,,,,,,,,
21,Puebla,21210,Zapotitlán de Méndez, 5 675,15.59,48.86,0.27,0.44,1.38,9.44,33.38,100.00,93.76,52.859,Medio,0.83,  840
21,Puebla,21211,Zaragoza, 16 752,4.85,30.22,0.23,0.54,0.53,3.04,26.13,31.43,79.09,57.252,Muy bajo,0.90, 1 977
21,Puebla,21212,Zautla, 20 717,13.79,56.92,1.54,1.73,4.51,18.41,41.08,100.00,92.72,51.193,Alto,0.80,  506
21,Puebla,21213,Zihuateutla, 11 967,17.49,54.94,1.35,2.07,6.66,13.52,34.36,100.00,93.45,51.122,Alto,0.80,  495
21,Puebla,21214,Zinacatepec, 18 359,13.41,55.94,0.32,0.24,0.75,12.10,34.96,2.40,91.66,54.452,Medio,0.85, 1 241
21,Puebla,21215,Zongozotla, 4 539,21.36,54.60,0.40,0.64,0.77,10.46,25.52,100.00,96.55,52.130,Alto,0.82,  683
21,Puebla,21216,Zoquiapan, 2 452,23.01,53.04,3.06,3.69,0.83,8.49,29.84,100.00,95.53,50.778,Alto,0.80,  446
21,Puebla,21217,Zoquitlán, 20 335,30.32,71.07,1.36,1.18,4.95,28.01,38.49,100.00,96.94,48.104,Muy alto,0.75,  157
22,Querétaro,22001,Amealco de Bonfil, 66 841,11.16,49.23,12.76,2.35,2.79,3.22,28.85,88.10,79.48,52.638,Medio,0.82,  791
22,Querétaro,22002,Pinal de Amoles, 27 365,11.38,45.96,6.16,5.00,13.97,6.33,31.77,100.00,79.25,51.306,Alto,0.80,  521
22,Querétaro,22003,Arroyo Seco, 13 142,10.90,46.22,1.95,1.07,8.73,2.72,17.33,100.00,75.78,54.422,Medio,0.85, 1 234
22,Querétaro,22004,Cadereyta de Montes, 69 075,8.30,42.46,12.58,1.80,3.04,2.74,26.70,77.54,74.86,53.827,Medio,0.84, 1 097
22,Querétaro,22005,Colón, 67 121,6.88,40.59,5.66,0.76,1.79,5.70,34.17,78.76,73.12,54.782,Bajo,0.86, 1 333
22,Querétaro,22006,Corregidora, 212 567,1.68,14.26,0.08,0.13,1.13,1.25,7.38,12.93,41.26,60.917,Muy bajo,0.95, 2 461
22,Querétaro,22007,Ezequiel Montes, 45 141,6.77,42.73,1.53,0.47,2.82,2.67,26.62,47.62,76.87,56.142,Bajo,0.88, 1 699
22,Querétaro,22008,Huimilpan, 36 808,8.30,46.82,1.88,0.44,0.67,1.20,21.75,100.00,67.69,55.806,Bajo,0.87, 1 600
22,Querétaro,22009,Jalpan de Serra, 27 343,8.37,37.80,2.08,2.12,9.86,3.50,22.83,48.98,70.32,55.310,Bajo,0.87, 1 470
22,Querétaro,22010,Landa de Matamoros, 18 794,13.08,50.63,3.20,1.08,26.98,1.86,20.43,100.00,85.10,51.858,Alto,0.81,  621
22,Querétaro,22011,El Marqués, 231 668,2.88,22.55,0.57,0.35,3.61,2.83,16.28,38.53,55.04,58.741,Muy bajo,0.92, 2 287
22,Querétaro,22012,Pedro Escobedo, 77 404,4.53,31.78,1.68,0.46,0.78,3.32,25.83,51.84,73.35,56.961,Muy bajo,0.89, 1 909
22,Querétaro,22013,Peñamiller, 19 141,8.75,46.42,7.79,1.49,10.09,3.23,28.75,100.00,78.24,53.098,Medio,0.83,  905
22,Querétaro,22014,Querétaro,1 049 777,1.95,17.17,0.21,0.10,1.00,1.45,10.54,7.14,51.04,60.365,Muy bajo,0.95, 2 436
22,Querétaro,22015,San Joaquín, 8 359,12.77,45.86,7.17,2.93,12.65,3.15,22.01,100.00,75.03,52.505,Alto,0.82,  757
22,Querétaro,22016,San Juan del Río, 297 804,3.13,24.05,0.95,0.31,1.11,1.14,16.32,27.04,63.72,58.812,Muy bajo,0.92, 2 301
22,Querétaro,22017,Tequisquiapan, 72 201,4.43,30.49,1.00,0.64,1.34,2.94,23.44,34.64,75.18,57.342,Muy bajo,0.90, 1 999
22,Querétaro,22018,Tolimán, 27 916,7.27,38.85,11.10,2.50,6.39,5.47,33.72,77.47,72.85,53.329,Medio,0.84,  966
23,Quintana Roo,23001,Cozumel, 88 626,2.64,21.26,0.16,0.34,0.46,0.77,31.78,4.63,65.54,58.678,Muy bajo,0.92, 2 276
23,Quintana Roo,23002,Felipe Carrillo Puerto, 83 990,9.93,34.59,9.85,2.38,2.30,10.17,46.38,57.16,83.69,52.647,Medio,0.82,  792
23,Quintana Roo,23003,Isla Mujeres, 22 686,3.26,31.52,0.41,2.37,6.02,3.23,39.38,12.54,56.79,56.943,Muy bajo,0.89, 1 902
23,Quintana Roo,23004,Othón P. Blanco, 233 648,4.08,24.62,0.76,0.94,1.77,2.59,24.32,25.28,69.30,57.816,Muy bajo,0.91, 2 121
23,Quintana Roo,23005,Benito Juárez, 911 503,1.87,20.37,0.06,0.36,1.61,1.38,22.35,0.32,51.63,59.714,Muy bajo,0.94, 2 385
23,Quintana Roo,23006,José María Morelos, 39 165,10.19,37.26,10.99,2.22,3.13,6.78,43.90,65.96,85.59,52.497,Alto,0.82,  755
23,Quintana Roo,23007,Lázaro Cárdenas, 29 171,7.98,35.84,6.83,2.72,2.88,4.11,42.72,72.11,79.01,53.593,Medio,0.84, 1 030
23,Quintana Roo,23008,Solidaridad, 333 800,1.73,17.73,0.27,0.82,1.13,1.60,24.26,1.79,51.48,59.576,Muy bajo,0.93, 2 373
23,Quintana Roo,23009,Tulum, 46 721,4.74,29.67,3.64,2.46,2.85,7.43,43.24,28.57,51.26,56.148,Bajo,0.88, 1 700
23,Quintana Roo,23010,Bacalar, 41 754,11.12,41.67,2.50,2.79,1.36,6.16,43.78,70.00,79.55,53.483,Medio,0.84, 1 006
23,Quintana Roo,23011,Puerto Morelos, 26 921,3.53,23.82,0.71,1.14,1.86,3.75,24.25,2.56,66.55,58.250,Muy bajo,0.91, 2 196
24,San Luis Potosí,24001,Ahualulco, 18 974,8.03,39.83,7.03,2.35,15.93,7.55,23.96,72.34,87.45,52.783,Medio,0.83,  821
24,San Luis Potosí,24002,Alaquines, 7 785,11.21,50.43,1.86,2.10,27.75,7.30,22.10,100.00,92.30,51.228,Alto,0.80,  508
24,San Luis Potosí,24003,Aquismón, 48 359,15.34,49.00,2.51,6.80,27.22,20.05,38.40,100.00,94.70,47.739,Muy alto,0.75,  142
24,San Luis Potosí,24004,Armadillo de los Infante, 4 013,10.38,57.46,4.20,2.60,10.89,3.43,18.38,100.00,84.21,52.900,Medio,0.83,  848
24,San Luis Potosí,24005,Cárdenas, 18 317,5.70,35.33,0.50,1.21,6.17,6.06,16.42,16.25,77.69,56.867,Muy bajo,0.89, 1 889
24,San Luis Potosí,24006,Catorce, 9 579,10.12,42.70,4.75,3.20,20.52,6.55,29.08,100.00,92.46,51.271,Alto,0.80,  516
24,San Luis Potosí,24007,Cedral, 19 840,5.98,33.99,0.89,0.86,4.89,2.46,20.65,35.45,74.81,56.856,Muy bajo,0.89, 1 886
24,San Luis Potosí,24008,Cerritos, 22 075,5.40,38.22,0.38,1.00,5.02,3.27,16.70,28.92,78.00,56.949,Muy bajo,0.89, 1 904
24,San Luis Potosí,24009,Cerro de San Pedro, 5 050,4.43,28.54,1.46,2.14,3.74,2.86,16.86,100.00,66.54,56.325,Bajo,0.88, 1 753
24,San Luis Potosí,24010,Ciudad del Maíz, 30 320,7.41,43.11,1.02,1.41,17.84,5.24,23.66,63.91,83.63,54.030,Medio,0.85, 1 138
24,San Luis Potosí,24011,Ciudad Fernández, 48 106,5.67,35.10,0.48,0.59,1.33,6.26,19.08,24.59,78.62,57.151,Muy bajo,0.89, 1 955
24,San Luis Potosí,24012,Tancanhuitz, 20 300,7.86,36.81,1.91,4.66,39.63,19.48,34.57,100.00,87.21,49.141,Alto,0.77,  250
24,San Luis Potosí,24013,Ciudad Valles, 179 371,4.21,25.13,0.90,1.30,2.86,6.23,19.72,23.98,72.80,57.448,Muy bajo,0.90, 2 032
24,San Luis Potosí,24014,Coxcatlán, 15 660,9.44,40.99,1.05,3.12,35.55,12.07,23.97,100.00,88.26,50.632,Alto,0.79,  420
24,San Luis Potosí,24015,Charcas, 21 814,6.75,34.86,2.30,3.35,13.78,6.00,18.60,35.28,84.42,54.644,Bajo,0.86, 1 298
24,San Luis Potosí,24016,Ebano, 40 899,6.51,36.21,0.91,1.17,5.36,4.31,25.68,25.79,80.96,56.164,Bajo,0.88, 1 704
24,San Luis Potosí,24017,Guadalcázar, 25 119,11.64,53.29,3.56,1.98,50.25,7.16,24.32,100.00,89.34,49.007,Alto,0.77,  236
24,San Luis Potosí,24018,Huehuetlán, 15 334,9.05,38.83,1.11,5.01,26.48,15.45,30.74,100.00,86.55,50.528,Alto,0.79,  404
24,San Luis Potosí,24019,Lagunillas, 5 453,14.31,53.35,2.16,2.09,9.27,4.61,17.69,100.00,90.09,52.756,Medio,0.83,  815
24,San Luis Potosí,24020,Matehuala, 102 199,3.59,27.11,0.32,0.60,6.29,1.42,13.57,15.18,71.86,58.221,Muy bajo,0.91, 2 194
24,San Luis Potosí,24021,Mexquitic de Carmona, 58 469,5.89,34.53,9.03,1.60,9.62,2.58,22.21,100.00,78.02,54.025,Medio,0.85, 1 137
24,San Luis Potosí,24022,Moctezuma, 19 036,9.08,47.21,4.78,1.57,8.45,3.71,22.16,72.47,90.86,53.766,Medio,0.84, 1 078
24,San Luis Potosí,24023,Rayón, 15 301,9.68,47.87,2.74,3.27,19.47,8.41,20.40,59.22,84.14,52.761,Medio,0.83,  817
24,San Luis Potosí,24024,Rioverde, 97 943,6.79,35.88,0.79,1.34,6.89,8.02,17.60,40.62,71.10,56.249,Bajo,0.88, 1 727
24,San Luis Potosí,24025,Salinas, 31 107,5.16,42.15,3.44,1.33,9.53,3.72,21.00,40.25,85.73,55.321,Bajo,0.87, 1 475
24,San Luis Potosí,24026,San Antonio, 9 382,10.17,39.14,3.61,3.81,21.24,10.68,30.93,100.00,94.57,50.842,Alto,0.80,  459
24,San Luis Potosí,24027,San Ciro de Acosta, 10 215,9.30,46.67,2.21,1.60,4.81,5.53,19.76,27.94,82.95,55.376,Bajo,0.87, 1 486
24,San Luis Potosí,24028,San Luis Potosí, 911 908,1.76,18.80,0.28,0.22,1.78,1.28,9.00,4.37,47.75,60.489,Muy bajo,0.95, 2 446
24,San Luis Potosí,24029,San Martín Chalchicuautla, 18 468,16.07,43.53,1.13,2.04,36.20,21.01,17.62,100.00,95.74,49.355,Alto,0.77,  267
24,San Luis Potosí,24030,San Nicolás Tolentino, 4 779,11.84,54.35,1.58,1.98,7.15,3.41,11.73,100.00,90.21,53.691,Medio,0.84, 1 054
24,San Luis Potosí,24031,Santa Catarina, 12 163,21.72,60.75,9.54,7.00,49.69,11.28,36.39,100.00,93.32,44.470,Muy alto,0.70,  50
24,San Luis Potosí,24032,Santa María del Río, 39 880,7.84,42.45,7.59,3.29,12.75,5.47,21.37,64.04,78.02,53.436,Medio,0.84,  995
24,San Luis Potosí,24033,Santo Domingo, 10 785,10.45,57.46,3.99,1.07,10.28,4.71,17.73,100.00,93.14,52.991,Medio,0.83,  876
24,San Luis Potosí,24034,San Vicente Tancuayalab, 14 945,8.73,37.11,1.02,1.92,9.88,13.62,25.48,54.96,90.49,53.825,Medio,0.84, 1 096
24,San Luis Potosí,24035,Soledad de Graciano Sánchez, 332 072,1.76,19.25,0.11,0.22,0.79,0.96,10.05,3.69,54.97,60.293,Muy bajo,0.94, 2 434
24,San Luis Potosí,24036,Tamasopo, 29 184,10.39,48.55,4.42,4.52,18.31,8.66,26.71,100.00,88.04,51.091,Alto,0.80,  492
24,San Luis Potosí,24037,Tamazunchale, 95 037,10.89,37.14,1.08,1.31,16.76,13.51,29.63,74.48,84.44,52.830,Medio,0.83,  832
24,San Luis Potosí,24038,Tampacán, 14 348,10.13,33.62,1.45,2.42,31.21,20.44,22.08,100.00,89.89,50.743,Alto,0.79,  442
24,San Luis Potosí,24039,Tampamolón Corona, 13 603,11.49,40.21,1.49,3.82,11.22,26.49,26.06,100.00,89.33,51.147,Alto,0.80,  498
24,San Luis Potosí,24040,Tamuín, 36 968,6.59,35.48,0.76,1.80,7.83,9.58,24.56,55.14,80.37,55.073,Bajo,0.86, 1 419
24,San Luis Potosí,24041,Tanlajás, 18 208,8.96,37.19,3.48,3.27,5.66,16.12,34.03,100.00,93.58,52.085,Alto,0.82,  665
24,San Luis Potosí,24042,Tanquián de Escobedo, 13 448,9.69,34.43,1.27,1.71,3.99,8.68,21.58,29.67,87.94,55.313,Bajo,0.87, 1 471
24,San Luis Potosí,24043,Tierra Nueva, 7 966,12.02,49.87,7.83,3.11,8.54,6.19,22.55,100.00,86.71,52.050,Alto,0.82,  656
24,San Luis Potosí,24044,Vanegas, 7 557,7.49,44.13,2.03,0.80,19.18,4.68,29.43,100.00,85.58,53.025,Medio,0.83,  888
24,San Luis Potosí,24045,Venado, 14 188,8.78,43.74,3.62,4.30,10.96,2.96,18.22,55.00,89.82,53.653,Medio,0.84, 1 045
24,San Luis Potosí,24046,Villa de Arriaga, 18 206,7.10,46.78,15.57,1.56,10.03,2.50,22.27,66.35,79.32,53.209,Medio,0.83,  936
24,San Luis Potosí,24047,Villa de Guadalupe, 9 277,11.88,53.53,2.80,2.00,29.66,5.63,21.49,100.00,92.73,50.925,Alto,0.80,  471
24,San Luis Potosí,24048,Villa de la Paz, 5 298,5.71,32.88,1.46,0.42,1.31,1.98,18.36,100.00,74.14,56.404,Bajo,0.88, 1 770
24,San Luis Potosí,24049,Villa de Ramos, 38 389,8.38,54.34,6.75,0.76,11.19,3.20,23.32,67.04,91.12,53.460,Medio,0.84,  999
24,San Luis Potosí,24050,Villa de Reyes, 52 912,6.59,40.75,5.01,0.92,3.88,6.65,27.20,77.29,72.59,54.986,Bajo,0.86, 1 384
24,San Luis Potosí,24051,Villa Hidalgo, 15 458,7.11,42.44,2.85,1.30,11.43,2.47,19.85,100.00,81.98,54.289,Medio,0.85, 1 196
24,San Luis Potosí,24052,Villa Juárez, 10 304,10.46,52.70,0.85,1.35,5.93,11.67,17.17,100.00,89.26,53.518,Medio,0.84, 1 015
24,San Luis Potosí,24053,Axtla de Terrazas, 32 544,6.56,33.73,0.59,1.49,7.14,13.79,22.21,75.28,89.18,54.472,Medio,0.85, 1 244
24,San Luis Potosí,24054,Xilitla, 49 741,7.28,37.37,1.27,3.58,34.00,12.55,31.86,86.64,86.97,50.855,Alto,0.80,  462
24,San Luis Potosí,24055,Zaragoza, 27 386,10.20,41.36,4.64,0.98,8.66,6.39,23.82,58.28,71.35,54.646,Bajo,0.86, 1 299
24,San Luis Potosí,24056,Villa de Arista, 17 258,10.33,44.63,1.86,1.42,4.91,3.04,27.18,50.96,87.61,54.643,Bajo,0.86, 1 297
24,San Luis Potosí,24057,Matlapa, 28 996,11.10,42.73,0.98,1.25,14.31,12.82,32.19,100.00,87.88,52.266,Alto,0.82,  719
24,San Luis Potosí,24058,El Naranjo, 20 959,5.31,37.52,1.12,1.17,1.94,2.83,24.13,47.23,78.31,56.475,Bajo,0.88, 1 794
25,Sinaloa,25001,Ahome, 459 310,2.35,23.88,1.12,0.34,0.97,1.24,18.76,26.67,66.95,58.665,Muy bajo,0.92, 2 274
25,Sinaloa,25002,Angostura, 44 093,4.26,36.22,1.75,0.21,1.00,1.09,17.32,72.66,69.32,57.277,Muy bajo,0.90, 1 983
25,Sinaloa,25003,Badiraguato, 26 542,10.31,54.22,10.87,3.46,6.81,15.48,25.80,100.00,83.79,51.190,Alto,0.80,  505
25,Sinaloa,25004,Concordia, 24 899,5.54,39.60,4.91,1.13,1.44,4.18,25.06,60.38,71.03,55.914,Bajo,0.88, 1 632
25,Sinaloa,25005,Cosalá, 17 012,9.18,46.87,6.04,0.49,6.03,6.13,25.96,53.63,73.25,54.734,Bajo,0.86, 1 319
25,Sinaloa,25006,Culiacán,1 003 530,2.60,23.66,0.50,0.10,0.81,1.59,15.60,13.21,53.32,59.647,Muy bajo,0.93, 2 379
25,Sinaloa,25007,Choix, 29 334,11.59,50.75,7.70,2.29,4.02,7.65,24.46,64.79,78.72,53.387,Medio,0.84,  977
25,Sinaloa,25008,Elota, 55 339,7.93,46.38,2.46,0.55,1.12,3.75,26.52,64.33,70.25,55.815,Bajo,0.87, 1 603
25,Sinaloa,25009,Escuinapa, 59 988,5.79,35.80,2.34,0.94,3.83,3.74,28.12,29.87,73.40,56.430,Bajo,0.88, 1 777
25,Sinaloa,25010,El Fuerte, 96 593,5.02,37.75,3.47,1.11,3.68,5.15,25.49,67.42,78.52,55.543,Bajo,0.87, 1 532
25,Sinaloa,25011,Guasave, 289 370,4.55,33.39,1.42,0.31,1.67,2.09,19.90,49.71,70.00,57.429,Muy bajo,0.90, 2 026
25,Sinaloa,25012,Mazatlán, 501 441,1.87,24.28,0.42,0.21,0.58,1.48,17.19,6.66,55.05,59.700,Muy bajo,0.93, 2 383
25,Sinaloa,25013,Mocorito, 40 358,7.56,47.50,4.05,0.40,4.24,3.90,20.96,69.84,77.88,55.292,Bajo,0.87, 1 468
25,Sinaloa,25014,Rosario, 52 345,5.44,34.84,4.01,0.97,2.09,3.83,27.52,67.34,73.71,55.849,Bajo,0.87, 1 612
25,Sinaloa,25015,Salvador Alvarado, 79 492,2.78,24.11,0.44,0.09,0.54,0.98,17.34,11.40,66.51,59.136,Muy bajo,0.93, 2 335
25,Sinaloa,25016,San Ignacio, 19 505,7.12,44.06,4.07,2.11,2.37,4.46,20.51,100.00,78.50,54.623,Bajo,0.86, 1 288
25,Sinaloa,25017,Sinaloa, 78 670,9.17,47.32,5.47,2.46,5.33,7.93,24.51,85.30,80.64,53.486,Medio,0.84, 1 008
25,Sinaloa,25018,Navolato, 149 122,5.93,41.77,1.18,0.29,1.97,2.47,26.62,49.52,69.76,56.690,Muy bajo,0.89, 1 849
26,Sonora,26001,Aconchi, 2 563,2.69,37.13,0.78,0.86,0.70,0.31,16.33,100.00,66.87,57.176,Muy bajo,0.90, 1 961
26,Sonora,26002,Agua Prieta, 91 929,1.49,26.02,0.20,1.04,0.62,0.95,17.61,0.98,81.07,58.632,Muy bajo,0.92, 2 267
26,Sonora,26003,Alamos, 24 976,8.11,41.66,7.85,4.09,5.19,10.77,26.76,56.11,75.73,53.436,Medio,0.84,  996
26,Sonora,26004,Altar, 9 492,3.43,35.09,1.14,0.93,1.03,1.02,23.02,11.09,89.69,57.255,Muy bajo,0.90, 1 980
26,Sonora,26005,Arivechi, 1 177,3.27,45.91,0.26,3.25,0.09,1.88,11.00,100.00,60.23,56.733,Muy bajo,0.89, 1 865
26,Sonora,26006,Arizpe, 2 788,2.81,41.45,0.68,0.61,0.61,1.62,10.97,100.00,68.73,57.226,Muy bajo,0.90, 1 973
26,Sonora,26007,Atil,  626,2.03,33.76,1.12,0.48,0.80,0.64,10.47,100.00,66.50,57.680,Muy bajo,0.90, 2 088
26,Sonora,26008,Bacadéhuachi,  979,4.22,50.51,0.61,0.10,0.10,1.74,10.12,100.00,80.31,56.576,Muy bajo,0.89, 1 826
26,Sonora,26009,Bacanora,  759,5.15,53.44,1.47,0.27,0.40,0.67,14.34,100.00,69.47,56.474,Bajo,0.88, 1 793
26,Sonora,26010,Bacerac, 1 221,3.61,43.59,2.87,1.56,0.41,0.82,12.40,100.00,81.02,56.083,Bajo,0.88, 1 677
26,Sonora,26011,Bacoachi, 1 475,3.01,43.08,0.14,1.29,0.14,0.27,6.84,100.00,72.41,57.226,Muy bajo,0.90, 1 972
26,Sonora,26012,Bácum, 23 151,3.90,35.25,2.95,0.90,1.50,6.24,26.28,72.62,79.13,55.850,Bajo,0.87, 1 613
26,Sonora,26013,Banámichi, 1 825,2.33,29.10,0.22,0.49,0.11,0.55,10.28,100.00,56.02,58.342,Muy bajo,0.91, 2 217
26,Sonora,26014,Baviácora, 3 191,2.33,37.60,0.50,0.09,0.16,0.44,10.30,100.00,68.91,57.696,Muy bajo,0.90, 2 095
26,Sonora,26015,Bavispe, 1 169,2.36,54.26,0.94,0.17,0.17,0.00,11.11,100.00,70.32,57.091,Muy bajo,0.89, 1 941
26,Sonora,26016,Benjamín Hill, 4 988,2.63,30.55,0.80,1.46,1.16,1.22,14.92,100.00,60.56,57.407,Muy bajo,0.90, 2 021
26,Sonora,26017,Caborca, 89 122,2.95,30.24,0.51,0.83,0.88,2.53,18.41,18.36,79.99,57.938,Muy bajo,0.91, 2 148
26,Sonora,26018,Cajeme, 436 484,1.66,18.88,0.42,0.41,0.84,1.51,14.10,8.67,62.93,59.618,Muy bajo,0.93, 2 376
26,Sonora,26019,Cananea, 39 451,0.89,17.53,0.18,0.34,0.18,0.65,12.20,3.39,74.06,59.675,Muy bajo,0.93, 2 380
26,Sonora,26020,Carbó, 4 946,3.67,40.89,0.82,1.71,0.45,1.63,20.82,100.00,74.31,56.154,Bajo,0.88, 1 701
26,Sonora,26021,La Colorada, 1 848,3.78,49.31,1.10,2.46,0.44,2.69,16.12,100.00,56.27,56.502,Bajo,0.88, 1 801
26,Sonora,26022,Cucurpe,  863,3.27,45.98,1.27,4.98,0.46,0.93,6.98,100.00,66.36,56.135,Bajo,0.88, 1 696
26,Sonora,26023,Cumpas, 5 829,1.87,29.94,0.27,0.36,0.46,0.79,7.85,100.00,51.12,58.662,Muy bajo,0.92, 2 273
26,Sonora,26024,Divisaderos,  753,2.11,39.30,0.00,0.00,0.00,0.00,9.92,100.00,73.08,57.669,Muy bajo,0.90, 2 082
26,Sonora,26025,Empalme, 51 431,2.27,26.42,0.73,0.41,0.76,2.98,19.39,24.39,67.87,58.510,Muy bajo,0.92, 2 243
26,Sonora,26026,Etchojoa, 61 309,3.56,27.66,1.55,3.03,1.99,6.99,34.25,70.48,86.06,55.010,Bajo,0.86, 1 392
26,Sonora,26027,Fronteras, 9 041,1.75,23.64,0.59,1.38,0.85,1.90,14.58,19.92,60.54,59.051,Muy bajo,0.92, 2 326
26,Sonora,26028,Granados, 1 009,2.16,38.07,0.10,0.00,0.00,0.00,5.85,100.00,70.62,57.970,Muy bajo,0.91, 2 156
26,Sonora,26029,Guaymas, 156 863,2.29,24.32,1.52,0.78,1.62,6.43,19.21,14.77,60.35,58.519,Muy bajo,0.92, 2 245
26,Sonora,26030,Hermosillo, 936 263,1.44,17.56,0.19,0.26,0.49,1.79,13.90,3.71,47.17,60.444,Muy bajo,0.95, 2 440
26,Sonora,26031,Huachinera, 1 186,3.90,46.10,1.35,0.25,0.59,1.35,12.69,100.00,78.15,56.553,Muy bajo,0.89, 1 817
26,Sonora,26032,Huásabas,  888,1.83,35.92,0.34,0.23,0.11,0.00,9.03,100.00,63.56,58.088,Muy bajo,0.91, 2 173
26,Sonora,26033,Huatabampo, 77 682,3.27,27.93,2.22,1.50,3.30,4.39,26.44,60.96,79.43,56.199,Bajo,0.88, 1 714
26,Sonora,26034,Huépac,  943,1.09,33.88,0.00,0.21,0.00,0.11,8.26,100.00,63.16,58.340,Muy bajo,0.91, 2 216
26,Sonora,26035,Imuris, 12 536,3.04,35.41,0.89,0.88,1.37,1.65,17.44,44.77,67.33,57.833,Muy bajo,0.91, 2 126
26,Sonora,26036,Magdalena, 33 049,1.53,25.20,0.53,0.57,0.40,1.07,14.09,7.93,60.60,59.568,Muy bajo,0.93, 2 372
26,Sonora,26037,Mazatán, 1 101,2.33,40.00,1.18,1.45,2.18,1.36,8.98,100.00,65.20,57.153,Muy bajo,0.89, 1 956
26,Sonora,26038,Moctezuma, 5 173,1.61,24.27,0.02,0.23,0.04,0.59,9.31,100.00,58.50,58.622,Muy bajo,0.92, 2 264
26,Sonora,26039,Naco, 5 774,1.60,28.02,0.46,1.50,1.06,0.78,14.17,5.01,81.39,58.468,Muy bajo,0.92, 2 237
26,Sonora,26040,Nácori Chico, 1 531,2.76,53.23,0.85,5.81,0.13,3.85,12.95,100.00,80.73,54.845,Bajo,0.86, 1 348
26,Sonora,26041,Nacozari de García, 14 369,1.50,20.10,0.54,0.49,0.64,1.99,16.83,9.62,43.01,60.156,Muy bajo,0.94, 2 428
26,Sonora,26042,Navojoa, 164 387,2.51,23.29,1.78,0.87,1.88,4.18,21.90,26.44,69.12,57.942,Muy bajo,0.91, 2 149
26,Sonora,26043,Nogales, 264 782,1.00,16.49,0.17,0.33,4.56,1.19,15.26,1.38,77.97,59.022,Muy bajo,0.92, 2 324
26,Sonora,26044,Ónavas,  365,2.49,52.67,0.00,0.28,0.00,0.00,13.45,100.00,67.55,57.211,Muy bajo,0.90, 1 968
26,Sonora,26045,Opodepe, 2 438,2.93,44.43,2.89,3.05,1.49,2.97,12.76,100.00,82.20,55.456,Bajo,0.87, 1 513
26,Sonora,26046,Oquitoa,  496,1.26,31.41,0.81,0.81,0.20,0.20,10.90,100.00,64.42,57.935,Muy bajo,0.91, 2 145
26,Sonora,26047,Pitiquito, 9 122,3.14,32.57,1.33,2.99,3.04,2.55,16.01,43.66,56.67,57.566,Muy bajo,0.90, 2 062
26,Sonora,26048,Puerto Peñasco, 62 689,1.85,25.92,0.21,0.91,0.95,1.04,15.37,0.62,82.61,58.639,Muy bajo,0.92, 2 269
26,Sonora,26049,Quiriego, 3 090,10.26,47.84,14.17,9.38,10.10,9.05,25.40,100.00,86.69,49.441,Alto,0.77,  279
26,Sonora,26050,Rayón, 1 496,3.72,45.27,1.28,1.54,0.94,1.48,14.13,100.00,74.91,56.279,Bajo,0.88, 1 737
26,Sonora,26051,Rosario, 4 830,8.67,47.65,4.32,1.66,0.83,5.11,20.89,100.00,82.15,54.344,Medio,0.85, 1 216
26,Sonora,26052,Sahuaripa, 5 257,3.59,43.27,1.01,2.10,0.34,5.07,12.22,100.00,64.82,56.523,Bajo,0.89, 1 806
26,Sonora,26053,San Felipe de Jesús,  369,1.82,29.20,0.27,0.27,0.00,0.00,11.90,100.00,67.81,57.985,Muy bajo,0.91, 2 161
26,Sonora,26054,San Javier,  537,2.73,34.15,0.00,0.00,1.86,6.33,25.00,100.00,43.78,57.539,Muy bajo,0.90, 2 053
26,Sonora,26055,San Luis Río Colorado, 199 021,2.36,29.14,0.25,0.76,0.54,2.09,18.19,8.22,74.49,58.534,Muy bajo,0.92, 2 248
26,Sonora,26056,San Miguel de Horcasitas, 10 729,9.99,58.12,1.41,2.24,0.46,10.18,41.85,12.00,84.24,54.116,Medio,0.85, 1 157
26,Sonora,26057,San Pedro de la Cueva, 1 458,4.73,53.05,1.31,0.83,0.76,1.31,8.91,100.00,69.26,56.603,Muy bajo,0.89, 1 832
26,Sonora,26058,Santa Ana, 16 203,1.50,26.93,0.66,0.47,0.49,0.64,14.70,23.64,68.05,58.995,Muy bajo,0.92, 2 320
26,Sonora,26059,Santa Cruz, 1 835,1.29,34.96,0.41,0.93,0.93,1.29,12.66,100.00,88.11,56.739,Muy bajo,0.89, 1 866
